timestamp,Basel Temperature [2 m elevation corrected],Basel Soil Moisture [0-10 cm down]
20230317T0400,5.0505285,0.264
20230317T0500,5.8305287,0.264
20230317T0600,5.8605285,0.264
20230317T0700,6.1905284,0.264
20230317T0800,8.390529,0.264
20230317T0900,11.110529,0.264
20230317T1000,13.730529,0.263
20230317T1100,15.980529,0.263
20230317T1200,18.29053,0.262
20230317T1300,20.96053,0.261
20230317T1400,20.610529,0.259
20230317T1500,20.71053,0.258
20230317T1600,20.15053,0.257
20230317T1700,18.38053,0.257
20230317T1800,15.740529,0.256
20230317T1900,13.250529,0.256
20230317T2000,12.240529,0.256
20230317T2100,12.0505295,0.256
20230317T2200,11.590529,0.256
20230317T2300,11.160529,0.256
20230318T0000,10.760529,0.257
20230318T0100,10.410529,0.257
20230318T0200,9.700529,0.257
20230318T0300,9.260529,0.257
20230318T0400,8.740529,0.257
20230318T0500,8.220529,0.258
20230318T0600,7.0505285,0.258
20230318T0700,7.0505285,0.258
20230318T0800,9.790529,0.257
20230318T0900,12.260529,0.257
20230318T1000,14.040529,0.256
20230318T1100,15.170529,0.255
20230318T1200,16.260529,0.258
20230318T1300,17.100529,0.257
20230318T1400,17.38053,0.256
20230318T1500,17.32053,0.256
20230318T1600,17.100529,0.255
20230318T1700,16.590528,0.255
20230318T1800,16.180529,0.255
20230318T1900,14.460529,0.255
20230318T2000,13.920529,0.255
20230318T2100,13.470529,0.255
20230318T2200,13.180529,0.255
20230318T2300,12.760529,0.255
20230319T0000,12.330529,0.255
20230319T0100,12.090529,0.255
20230319T0200,12.180529,0.255
20230319T0300,10.630529,0.255
20230319T0400,10.3005295,0.256
20230319T0500,9.850529,0.256
20230319T0600,9.250529,0.258
20230319T0700,9.650529,0.262
20230319T0800,12.280529,0.262
20230319T0900,13.530529,0.261
20230319T1000,13.600529,0.261
20230319T1100,13.850529,0.26
20230319T1200,13.170529,0.266
20230319T1300,13.100529,0.268
20230319T1400,12.530529,0.27
20230319T1500,12.650529,0.27
20230319T1600,13.150529,0.271
20230319T1700,12.930529,0.276
20230319T1800,12.060529,0.279
20230319T1900,10.5505295,0.281
20230319T2000,9.310529,0.282
20230319T2100,8.870529,0.294
20230319T2200,9.0505295,0.292
20230319T2300,8.8005295,0.29
20230320T0000,9.000529,0.289
20230320T0100,8.380529,0.288
20230320T0200,8.040529,0.287
20230320T0300,7.9505286,0.286
20230320T0400,7.8405285,0.285
20230320T0500,7.3705287,0.284
20230320T0600,7.2205286,0.283
20230320T0700,8.010529,0.282
20230320T0800,9.040529,0.282
20230320T0900,10.0505295,0.281
20230320T1000,10.170529,0.28
20230320T1100,11.030529,0.278
20230320T1200,13.370529,0.265
20230320T1300,14.170529,0.264
20230320T1400,14.660529,0.263
20230320T1500,14.750529,0.262
20230320T1600,14.690529,0.261
20230320T1700,14.110529,0.261
20230320T1800,12.750529,0.26
20230320T1900,11.650529,0.26
20230320T2000,10.740529,0.26
20230320T2100,10.080529,0.26
20230320T2200,9.150529,0.26
20230320T2300,8.350529,0.261
20230321T0000,8.410529,0.261
20230321T0100,8.180529,0.261
20230321T0200,7.8705287,0.261
20230321T0300,7.6205287,0.261
20230321T0400,7.3305287,0.261
20230321T0500,7.0605288,0.261
20230321T0600,6.7705283,0.261
20230321T0700,7.3105288,0.261
20230321T0800,9.570529,0.261
20230321T0900,12.060529,0.261
20230321T1000,13.970529,0.26
20230321T1100,15.390529,0.259
20230321T1200,15.650529,0.259
20230321T1300,16.73053,0.258
20230321T1400,16.750528,0.257
20230321T1500,16.79053,0.257
20230321T1600,16.680529,0.256
20230321T1700,16.15053,0.256
20230321T1800,14.850529,0.256
20230321T1900,14.060529,0.255
20230321T2000,13.870529,0.256
20230321T2100,13.670529,0.256
20230321T2200,12.880529,0.256
20230321T2300,10.250529,0.256
20230322T0000,9.030529,0.256
20230322T0100,7.7605286,0.256
20230322T0200,7.1805286,0.256
20230322T0300,7.2305284,0.256
20230322T0400,7.8205285,0.256
20230322T0500,8.150529,0.256
20230322T0600,8.000528,0.256
20230322T0700,8.5505295,0.256
20230322T0800,10.770529,0.256
20230322T0900,12.950529,0.255
20230322T1000,15.380529,0.255
20230322T1100,16.82053,0.254
20230322T1200,17.780529,0.255
20230322T1300,18.340528,0.254
20230322T1400,18.32053,0.254
20230322T1500,18.520529,0.253
20230322T1600,18.46053,0.252
20230322T1700,17.580528,0.252
20230322T1800,17.080528,0.252
20230322T1900,16.31053,0.252
20230322T2000,15.840529,0.252
20230322T2100,15.750529,0.252
20230322T2200,14.650529,0.252
20230322T2300,13.670529,0.252
20230323T0000,13.110529,0.252
20230323T0100,12.5505295,0.252
20230323T0200,11.510529,0.252
20230323T0300,11.160529,0.252
20230323T0400,10.450529,0.252
20230323T0500,10.440529,0.253
20230323T0600,10.490529,0.253
20230323T0700,11.240529,0.253
20230323T0800,12.500529,0.252
20230323T0900,15.560529,0.252
20230323T1000,16.110529,0.251
20230323T1100,16.780529,0.251
20230323T1200,18.080528,0.254
20230323T1300,18.590528,0.253
20230323T1400,18.57053,0.253
20230323T1500,18.940529,0.252
20230323T1600,18.72053,0.252
20230323T1700,18.45053,0.252
20230323T1800,16.21053,0.252
20230323T1900,14.240529,0.252
20230323T2000,14.080529,0.252
20230323T2100,15.650529,0.252
20230323T2200,16.12053,0.252
20230323T2300,16.07053,0.252
20230324T0000,15.830529,0.251
20230324T0100,15.810529,0.251
20230324T0200,15.530529,0.251
20230324T0300,15.290529,0.251
20230324T0400,15.370529,0.251
20230324T0500,14.700529,0.25
20230324T0600,14.510529,0.25
20230324T0700,14.400529,0.258
20230324T0800,14.540529,0.257
20230324T0900,14.500529,0.258
20230324T1000,14.430529,0.27
20230324T1100,14.770529,0.273
20230324T1200,14.690529,0.26
20230324T1300,16.39053,0.259
20230324T1400,17.21053,0.258
20230324T1500,16.160528,0.258
20230324T1600,15.120529,0.26
20230324T1700,14.390529,0.26
20230324T1800,12.940529,0.26
20230324T1900,12.240529,0.26
20230324T2000,11.710529,0.259
20230324T2100,11.020529,0.259
20230324T2200,10.420529,0.259
20230324T2300,10.270529,0.259
20230325T0000,9.690529,0.258
20230325T0100,9.200529,0.258
20230325T0200,9.000529,0.258
20230325T0300,8.000528,0.259
20230325T0400,8.010529,0.259
20230325T0500,7.6305285,0.258
20230325T0600,7.7505283,0.258
20230325T0700,8.690529,0.258
20230325T0800,8.8005295,0.258
20230325T0900,10.080529,0.257
20230325T1000,10.120529,0.256
20230325T1100,10.840529,0.256
20230325T1200,12.080529,0.267
20230325T1300,12.570529,0.265
20230325T1400,12.840529,0.264
20230325T1500,12.3005295,0.263
20230325T1600,12.340529,0.263
20230325T1700,11.910529,0.262
20230325T1800,11.150529,0.262
20230325T1900,10.330529,0.262
20230325T2000,9.810529,0.261
20230325T2100,9.510529,0.261
20230325T2200,8.950529,0.261
20230325T2300,8.350529,0.261
20230326T0000,7.9805284,0.261
20230326T0100,7.4505286,0.261
20230326T0200,7.6105285,0.261
20230326T0300,8.420529,0.261
20230326T0400,8.150529,0.263
20230326T0500,8.510529,0.263
20230326T0600,8.510529,0.265
20230326T0700,9.580529,0.264
20230326T0800,11.450529,0.264
20230326T0900,11.880529,0.263
20230326T1000,11.660529,0.262
20230326T1100,11.290529,0.26
20230326T1200,11.480529,0.265
20230326T1300,10.990529,0.264
20230326T1400,9.490529,0.264
20230326T1500,8.510529,0.271
20230326T1600,7.1405287,0.28
20230326T1700,7.8205285,0.279
20230326T1800,7.540529,0.279
20230326T1900,7.2505283,0.278
20230326T2000,6.0805287,0.277
20230326T2100,6.3405285,0.277
20230326T2200,6.290529,0.276
20230326T2300,5.9205284,0.276
20230327T0000,6.040529,0.276
20230327T0100,6.1705284,0.276
20230327T0200,6.0505285,0.278
20230327T0300,5.7305284,0.288
20230327T0400,4.290529,0.303
20230327T0500,0.87052864,0.306
20230327T0600,1.5105287,0.302
20230327T0700,2.5905285,0.3
20230327T0800,3.2105286,0.297
20230327T0900,4.3205285,0.295
20230327T1000,5.3505287,0.294
20230327T1100,6.1505284,0.292
20230327T1200,6.4705286,0.267
20230327T1300,6.8005285,0.266
20230327T1400,7.0305285,0.266
20230327T1500,7.2205286,0.265
20230327T1600,6.9105287,0.264
20230327T1700,6.6105285,0.264
20230327T1800,5.7405286,0.263
20230327T1900,4.0305285,0.263
20230327T2000,3.1705287,0.263
20230327T2100,2.5105286,0.263
20230327T2200,3.0005286,0.262
20230327T2300,2.9405286,0.262
20230328T0000,2.8505285,0.262
20230328T0100,2.6205285,0.262
20230328T0200,2.1805286,0.262
20230328T0300,1.7905287,0.262
20230328T0400,1.4505286,0.262
20230328T0500,0.50052863,0.262
20230328T0600,0.37052867,0.262
20230328T0700,2.3305285,0.262
20230328T0800,4.290529,0.262
20230328T0900,5.6405287,0.261
20230328T1000,6.7205286,0.261
20230328T1100,7.7105284,0.26
20230328T1200,10.040529,0.266
20230328T1300,10.770529,0.265
20230328T1400,11.440529,0.264
20230328T1500,12.320529,0.263
20230328T1600,12.630529,0.263
20230328T1700,12.610529,0.262
20230328T1800,11.340529,0.262
20230328T1900,9.920529,0.261
20230328T2000,9.600529,0.261
20230328T2100,9.250529,0.261
20230328T2200,8.990529,0.261
20230328T2300,9.360529,0.261
20230329T0000,9.310529,0.261
20230329T0100,9.020529,0.261
20230329T0200,8.410529,0.26
20230329T0300,7.9605284,0.26
20230329T0400,8.150529,0.261
20230329T0500,8.860529,0.261
20230329T0600,9.440529,0.261
20230329T0700,9.580529,0.261
20230329T0800,10.930529,0.26
20230329T0900,14.960529,0.26
20230329T1000,18.73053,0.259
20230329T1100,19.72053,0.258
20230329T1200,18.06053,0.258
20230329T1300,19.830528,0.257
20230329T1400,18.920528,0.256
20230329T1500,20.420528,0.255
20230329T1600,20.12053,0.254
20230329T1700,19.73053,0.254
20230329T1800,19.020529,0.254
20230329T1900,16.590528,0.254
20230329T2000,15.590529,0.254
20230329T2100,15.810529,0.254
20230329T2200,15.390529,0.254
20230329T2300,13.680529,0.254
20230330T0000,14.190529,0.255
20230330T0100,16.160528,0.255
20230330T0200,16.56053,0.256
20230330T0300,15.070529,0.257
20230330T0400,13.460529,0.257
20230330T0500,13.640529,0.257
20230330T0600,12.660529,0.257
20230330T0700,13.030529,0.257
20230330T0800,14.570529,0.257
20230330T0900,17.330528,0.257
20230330T1000,17.87053,0.257
20230330T1100,17.590528,0.258
20230330T1200,18.260529,0.26
20230330T1300,18.840528,0.259
20230330T1400,17.15053,0.258
20230330T1500,17.000528,0.256
20230330T1600,16.610529,0.256
20230330T1700,16.090528,0.256
20230330T1800,14.8005295,0.255
20230330T1900,13.580529,0.255
20230330T2000,12.910529,0.256
20230330T2100,12.060529,0.256
20230330T2200,11.170529,0.256
20230330T2300,10.830529,0.256
20230331T0000,10.620529,0.256
20230331T0100,10.520529,0.256
20230331T0200,11.310529,0.256
20230331T0300,12.320529,0.257
20230331T0400,12.3005295,0.257
20230331T0500,11.290529,0.257
20230331T0600,11.930529,0.26
20230331T0700,13.180529,0.262
20230331T0800,12.670529,0.266
20230331T0900,13.260529,0.265
20230331T1000,13.780529,0.264
20230331T1100,13.280529,0.263
20230331T1200,14.140529,0.269
20230331T1300,13.390529,0.268
20230331T1400,12.970529,0.267
20230331T1500,12.580529,0.266
20230331T1600,12.210529,0.266
20230331T1700,11.250529,0.265
20230331T1800,10.200529,0.265
20230331T1900,9.710529,0.264
20230331T2000,9.560529,0.264
20230331T2100,9.100529,0.264
20230331T2200,8.610529,0.263
20230331T2300,8.320529,0.263
20230401T0000,7.9405284,0.264
20230401T0100,7.6405287,0.264
20230401T0200,7.3805285,0.264
20230401T0300,7.3205285,0.264
20230401T0400,7.3305287,0.264
20230401T0500,7.3305287,0.264
20230401T0600,7.9705286,0.264
20230401T0700,8.480529,0.264
20230401T0800,8.870529,0.264
20230401T0900,9.210529,0.263
20230401T1000,9.580529,0.263
20230401T1100,9.940529,0.262
20230401T1200,11.100529,0.264
20230401T1300,11.190529,0.263
20230401T1400,11.760529,0.262
20230401T1500,12.000529,0.261
20230401T1600,11.570529,0.26
20230401T1700,10.830529,0.26
20230401T1800,9.540529,0.26
20230401T1900,8.630529,0.259
20230401T2000,8.040529,0.259
20230401T2100,7.8405285,0.259
20230401T2200,7.8505287,0.259
20230401T2300,7.4805284,0.259
20230402T0000,7.5705285,0.259
20230402T0100,7.6605287,0.259
20230402T0200,7.5005283,0.259
20230402T0300,7.5905285,0.259
20230402T0400,7.4905286,0.259
20230402T0500,7.3005285,0.259
20230402T0600,7.6505284,0.259
20230402T0700,8.970529,0.259
20230402T0800,9.460529,0.258
20230402T0900,9.990529,0.258
20230402T1000,10.400529,0.258
20230402T1100,10.680529,0.257
20230402T1200,11.530529,0.267
20230402T1300,11.930529,0.267
20230402T1400,11.870529,0.266
20230402T1500,11.830529,0.265
20230402T1600,11.810529,0.265
20230402T1700,11.890529,0.265
20230402T1800,11.460529,0.264
20230402T1900,9.990529,0.266
20230402T2000,9.630529,0.269
20230402T2100,9.530529,0.273
20230402T2200,9.260529,0.273
20230402T2300,8.520529,0.275
20230403T0000,8.260529,0.276
20230403T0100,7.7705283,0.277
20230403T0200,7.3205285,0.277
20230403T0300,6.4105287,0.277
20230403T0400,5.6805286,0.276
20230403T0500,4.9805284,0.276
20230403T0600,4.3505287,0.276
20230403T0700,4.7705283,0.275
20230403T0800,5.9905286,0.274
20230403T0900,7.3905287,0.273
20230403T1000,8.520529,0.272
20230403T1100,9.390529,0.27
20230403T1200,10.390529,0.266
20230403T1300,11.020529,0.265
20230403T1400,10.970529,0.263
20230403T1500,10.650529,0.262
20230403T1600,9.880529,0.261
20230403T1700,9.100529,0.26
20230403T1800,7.8305287,0.259
20230403T1900,6.2105284,0.259
20230403T2000,4.9105287,0.259
20230403T2100,4.0305285,0.258
20230403T2200,3.1105285,0.258
20230403T2300,2.6205285,0.258
20230404T0000,2.2005286,0.258
20230404T0100,1.5905286,0.258
20230404T0200,0.8905287,0.258
20230404T0300,0.24052864,0.258
20230404T0400,-0.039471343,0.257
20230404T0500,-0.19947135,0.257
20230404T0600,0.29052866,0.257
20230404T0700,2.3805285,0.257
20230404T0800,4.4405284,0.257
20230404T0900,5.9305286,0.256
20230404T1000,7.4105287,0.255
20230404T1100,8.700529,0.254
20230404T1200,10.110529,0.253
20230404T1300,10.890529,0.252
20230404T1400,11.270529,0.251
20230404T1500,11.210529,0.25
20230404T1600,10.790529,0.249
20230404T1700,9.740529,0.248
20230404T1800,7.8405285,0.248
20230404T1900,6.1805286,0.247
20230404T2000,4.8405285,0.247
20230404T2100,3.0705285,0.247
20230404T2200,1.2505287,0.247
20230404T2300,0.5105286,0.247
20230405T0000,0.22052866,0.247
20230405T0100,0.040528655,0.247
20230405T0200,-0.37947133,0.247
20230405T0300,-0.6094713,0.247
20230405T0400,-0.82947135,0.247
20230405T0500,-0.83947134,0.247
20230405T0600,-0.17947134,0.247
20230405T0700,1.3505287,0.247
20230405T0800,3.2905285,0.247
20230405T0900,5.6505284,0.246
20230405T1000,7.7105284,0.246
20230405T1100,9.030529,0.245
20230405T1200,8.840529,0.25
20230405T1300,9.870529,0.249
20230405T1400,10.280529,0.248
20230405T1500,10.450529,0.248
20230405T1600,10.380529,0.247
20230405T1700,9.860529,0.246
20230405T1800,8.730529,0.246
20230405T1900,7.4305286,0.246
20230405T2000,6.5205283,0.246
20230405T2100,6.1105285,0.246
20230405T2200,5.790529,0.246
20230405T2300,5.0705285,0.246
20230406T0000,3.9505286,0.246
20230406T0100,3.3505285,0.246
20230406T0200,3.1105285,0.247
20230406T0300,2.7905285,0.247
20230406T0400,2.4705286,0.247
20230406T0500,2.0405285,0.247
20230406T0600,2.2805285,0.247
20230406T0700,4.2005286,0.247
20230406T0800,6.540529,0.247
20230406T0900,9.360529,0.246
20230406T1000,11.400529,0.246
20230406T1100,12.260529,0.245
20230406T1200,12.510529,0.248
20230406T1300,12.880529,0.247
20230406T1400,12.890529,0.246
20230406T1500,12.660529,0.245
20230406T1600,12.350529,0.245
20230406T1700,11.650529,0.244
20230406T1800,10.960529,0.244
20230406T1900,10.290529,0.244
20230406T2000,9.930529,0.243
20230406T2100,9.670529,0.244
20230406T2200,9.180529,0.244
20230406T2300,8.750529,0.244
20230407T0000,8.8005295,0.244
20230407T0100,8.110529,0.244
20230407T0200,7.3305287,0.244
20230407T0300,7.0905285,0.244
20230407T0400,7.6505284,0.244
20230407T0500,7.6305285,0.245
20230407T0600,7.3005285,0.251
20230407T0700,7.5505285,0.261
20230407T0800,7.8605285,0.276
20230407T0900,8.170529,0.279
20230407T1000,9.720529,0.277
20230407T1100,9.710529,0.277
20230407T1200,5.9305286,0.293
20230407T1300,6.9005284,0.291
20230407T1400,7.6405287,0.29
20230407T1500,8.680529,0.289
20230407T1600,9.400529,0.289
20230407T1700,8.930529,0.291
20230407T1800,8.330529,0.295
20230407T1900,7.9505286,0.299
20230407T2000,7.7205286,0.298
20230407T2100,7.4405284,0.295
20230407T2200,7.4205284,0.293
20230407T2300,7.4405284,0.291
20230408T0000,7.0705285,0.289
20230408T0100,6.1905284,0.288
20230408T0200,5.8805285,0.287
20230408T0300,6.0005283,0.286
20230408T0400,5.8405285,0.285
20230408T0500,5.7305284,0.284
20230408T0600,6.1805286,0.283
20230408T0700,7.290529,0.282
20230408T0800,8.680529,0.281
20230408T0900,10.140529,0.28
20230408T1000,11.140529,0.279
20230408T1100,11.290529,0.277
20230408T1200,11.910529,0.267
20230408T1300,11.980529,0.266
20230408T1400,12.740529,0.265
20230408T1500,13.130529,0.264
20230408T1600,12.880529,0.264
20230408T1700,12.640529,0.263
20230408T1800,11.810529,0.263
20230408T1900,10.650529,0.263
20230408T2000,10.010529,0.263
20230408T2100,9.530529,0.263
20230408T2200,9.140529,0.263
20230408T2300,8.810529,0.263
20230409T0000,8.490529,0.263
20230409T0100,7.5005283,0.263
20230409T0200,5.8705287,0.263
20230409T0300,5.6805286,0.263
20230409T0400,5.0305285,0.263
20230409T0500,4.1205287,0.263
20230409T0600,5.0605288,0.263
20230409T0700,7.2005286,0.263
20230409T0800,9.610529,0.263
20230409T0900,10.940529,0.262
20230409T1000,12.150529,0.262
20230409T1100,13.280529,0.261
20230409T1200,14.080529,0.262
20230409T1300,14.950529,0.26
20230409T1400,15.530529,0.259
20230409T1500,15.730529,0.258
20230409T1600,15.530529,0.258
20230409T1700,14.990529,0.257
20230409T1800,13.740529,0.257
20230409T1900,12.230529,0.257
20230409T2000,10.440529,0.257
20230409T2100,8.850529,0.257
20230409T2200,7.790529,0.257
20230409T2300,6.9305286,0.257
20230410T0000,6.3805285,0.257
20230410T0100,6.3605285,0.257
20230410T0200,6.1405287,0.257
20230410T0300,5.2405286,0.257
20230410T0400,4.1605287,0.257
20230410T0500,3.4905286,0.257
20230410T0600,4.9405284,0.257
20230410T0700,7.2405286,0.257
20230410T0800,10.680529,0.256
20230410T0900,13.620529,0.256
20230410T1000,15.680529,0.255
20230410T1100,16.610529,0.254
20230410T1200,16.56053,0.249
20230410T1300,17.07053,0.248
20230410T1400,17.39053,0.247
20230410T1500,18.170528,0.247
20230410T1600,18.170528,0.246
20230410T1700,17.55053,0.246
20230410T1800,16.420528,0.245
20230410T1900,15.680529,0.245
20230410T2000,14.120529,0.245
20230410T2100,14.060529,0.245
20230410T2200,14.380529,0.245
20230410T2300,14.240529,0.244
20230411T0000,12.860529,0.246
20230411T0100,12.370529,0.246
20230411T0200,11.8005295,0.247
20230411T0300,11.200529,0.25
20230411T0400,10.410529,0.25
20230411T0500,10.010529,0.25
20230411T0600,10.030529,0.252
20230411T0700,9.850529,0.259
20230411T0800,9.780529,0.262
20230411T0900,9.880529,0.265
20230411T1000,9.950529,0.265
20230411T1100,10.260529,0.264
20230411T1200,11.920529,0.26
20230411T1300,13.350529,0.258
20230411T1400,14.090529,0.257
20230411T1500,14.360529,0.256
20230411T1600,14.260529,0.255
20230411T1700,13.8005295,0.254
20230411T1800,13.150529,0.254
20230411T1900,12.460529,0.253
20230411T2000,12.320529,0.253
20230411T2100,11.730529,0.253
20230411T2200,10.870529,0.253
20230411T2300,10.660529,0.253
20230412T0000,10.400529,0.253
